nbIndividus,nbColnes,nbNouveaux,nbGeneration,nbGenerationInjection,methodeMutAc,methodeSelection,cout,tempExecution
220,43,33,1530,753,0,0,58.556747,5.766

413,61,84,369,11,1,0,62.561141,5.459

1657,50,35,956,9,2,1,50.18419,27.44

1068,33,63,2019,592,1,1,46.371631,29.308

1550,80,96,2009,414,0,1,52.685386,13.363

350,84,36,1810,93,2,1,48.079835,5.758

469,48,43,878,421,0,0,62.382501,6.409

1383,67,86,2084,11,0,1,52.079835,22.836

1227,3,44,353,19,0,1,68.497091,21.275

1978,47,75,1087,452,0,1,57.834297,44.36

1597,57,76,2488,411,2,0,46.371631,21.541

1513,39,87,531,166,2,1,51.974997,20.096

220,87,14,1148,150,0,0,65.686713,5.183

853,56,7,1616,414,2,1,47.828587,13.359

1263,83,12,965,58,2,0,50.426831,6.955

824,52,99,464,51,1,0,60.788303,6.796

943,86,25,757,332,2,0,50.647031,5.877

1394,16,89,1838,164,1,0,48.01534,55.632

686,61,10,2110,947,0,0,55.13577,8.967

853,12,73,137,40,1,0,75.25315,6.757

917,52,21,1602,463,1,0,50.776596,12.352

1429,74,73,1104,325,2,1,46.371631,11.134

947,55,97,1608,29,0,1,58.949834,15.989

1700,38,24,133,25,1,1,57.994073,9.933

1046,2,20,124,54,2,0,82.635013,7.666

1522,100,5,1567,223,1,1,48.25798,7.455

912,52,100,558,82,0,0,80.221359,7.555

1822,19,18,334,44,2,0,60.484602,19.807

885,55,51,1033,438,1,0,51.951016,9.17

1127,60,76,2460,440,2,1,46.371631,14.302

299,5,43,2171,785,2,0,61.191942,9.068

1462,94,38,1803,656,0,0,57.428382,7.12

528,17,57,1963,519,1,1,52.594025,18.242

1622,82,74,2242,941,0,0,56.404748,11.299

335,40,21,1384,310,2,0,48.006045,6.594

1134,27,28,1184,438,1,1,46.769977,32.896

1998,36,63,859,103,0,1,60.362542,52.309

765,58,71,901,54,0,0,63.8906,7.629

797,12,79,1871,381,1,1,48.079835,36.321

1808,99,4,2423,936,2,0,48.079835,9.317

453,26,54,1513,571,0,0,59.983604,8.697

1914,4,24,253,13,0,0,76.885008,22.161

639,43,69,1263,552,2,1,46.371631,8.738

907,36,58,1829,887,1,0,49.445581,18.284

603,99,27,2044,314,1,1,46.371631,5.577

927,48,85,1216,120,2,0,49.627464,11.447

1270,69,7,1217,420,2,1,47.420946,12.278

701,11,90,1782,860,2,0,51.649753,19.296

278,29,74,1275,524,1,0,48.948122,6.171

119,29,60,511,119,1,0,65.431852,5.137

253,56,18,1590,142,0,0,60.113247,5.621

1289,10,5,334,13,0,0,71.966881,13.968

1105,10,56,500,238,0,0,65.544585,14.757

898,79,38,617,262,1,1,49.627464,6.292

521,37,24,1164,212,0,1,56.133047,9.696

973,60,94,1560,23,1,0,51.316591,11.429

1783,42,99,431,76,1,0,59.649753,14.63

545,22,14,1649,600,1,1,50.382101,17.055

1334,4,52,446,177,1,0,61.421702,19.533

1421,83,36,1898,80,2,0,47.429553,9.854

1086,15,79,449,149,0,0,70.427839,12.938

1242,52,96,2003,789,0,0,58.511091,20.459

1605,3,31,206,62,2,1,63.924196,21.259

419,63,85,209,45,2,1,62.016514,5.258

246,74,79,449,133,0,0,69.637616,5.141

364,12,74,1972,777,1,0,52.802736,9.405

1166,93,29,1706,358,0,1,53.623039,6.901

1007,61,66,2200,768,1,0,50.863532,13.57

1486,33,65,1748,406,0,0,59.5074,41.046

1958,100,68,159,40,0,0,75.655076,5.35

1453,33,82,1770,521,1,0,48.371631,40.052

1450,80,74,2111,643,0,0,55.475458,10.517

422,81,30,1515,570,2,0,52.487476,5.754

555,55,86,2298,263,0,0,57.586433,8.715

826,72,48,1057,117,1,1,48.371631,7.727

1595,9,22,619,233,1,0,58.358657,31.819

1241,59,58,340,127,1,0,60.951005,7.409

1915,23,26,949,50,1,0,49.202252,47.268

917,16,70,832,300,1,1,50.572424,21.449

1423,6,11,2401,183,2,1,48.730116,144.311

160,65,25,851,346,1,1,51.077112,5.209

1827,78,30,468,175,1,1,51.559232,8.623

184,27,44,505,247,1,1,54.300035,5.381

1484,13,95,373,8,1,0,55.734701,18.127

1869,55,29,2111,187,0,0,54.631361,37.255

1644,17,16,657,143,1,0,55.844615,29.976

554,73,74,1383,346,0,0,60.207525,6.097

899,39,61,1617,317,0,1,54.594713,21.424

401,38,33,1453,103,2,1,46.769977,8.254

802,72,91,2157,63,2,0,48.193485,8.666

1031,40,71,1964,657,0,1,53.691959,29.63

433,79,90,521,141,0,0,69.127291,5.247

420,50,37,1836,44,2,1,47.754109,8.154

750,86,6,2485,623,0,1,52.145018,7.109

1829,5,83,2450,1212,2,1,47.429553,243.02

1340,32,22,1640,182,2,1,47.429553,49.533

794,92,54,1046,248,2,1,47.914835,5.947

1017,92,77,623,60,1,1,49.200058,6.777

102,60,30,796,30,0,0,67.243789,5.179

843,44,100,1882,453,0,0,66.279907,14.456

632,44,47,2360,95,2,1,47.429553,15.307

1073,71,12,2153,42,2,0,49.892394,10.911

1195,98,65,2264,353,2,0,46.371631,6.906

266,80,71,1213,448,0,0,62.088317,5.295

1197,78,80,1244,456,2,0,48.09298,8.082

1222,56,67,1923,491,1,0,49.20294,17.686

818,18,43,501,87,1,1,53.640458,13.206

1325,32,8,1528,717,1,0,46.769977,29.997

240,24,47,1325,344,1,1,51.024795,6.622

1102,15,35,1142,428,1,1,49.261877,37.113

1735,26,100,1525,665,1,0,55.159027,54.494

481,32,56,1607,651,2,0,53.625476,9.319

1268,14,28,198,82,0,0,76.732317,9.77

899,31,58,836,169,1,1,48.973445,15.776

612,65,69,1266,135,1,0,48.006045,6.798

190,13,46,1003,124,1,1,50.300723,6.052

694,7,16,793,30,0,0,66.045574,12.632

1623,53,73,1769,203,1,1,46.371631,37.009

1157,7,86,1306,124,0,1,60.728945,53.767

1299,82,84,1215,593,2,1,47.200058,8.723

851,28,62,792,119,1,0,53.197382,11.337

270,3,42,2220,893,0,0,60.502204,8.476

720,15,9,1069,196,2,1,52.012629,18.569

857,56,9,1826,71,2,1,47.607699,14.775

1407,21,17,2467,66,0,1,51.585258,103.48

627,17,41,2069,479,2,0,54.520923,17.221

545,32,37,2025,666,2,1,47.932254,15.076

1447,56,95,2414,46,0,1,52.970081,39.848

1469,51,57,1369,216,2,0,52.267078,21.077

1009,30,85,2288,91,0,1,54.096924,43.422

648,34,84,2412,28,2,0,47.429553,15.649

1370,48,74,2073,406,2,1,47.763404,41.673

525,48,94,1825,441,1,0,48.426831,8.337

1214,47,3,198,11,0,1,71.638352,7.943

1636,90,94,2455,1119,1,1,47.533909,11.042

376,75,58,1063,59,2,0,52.846649,5.622

287,63,85,1336,137,1,1,47.598404,5.833

381,95,82,2319,1007,1,1,46.371631,5.567

1888,69,94,112,52,2,0,67.061291,5.988

1835,64,66,2182,584,0,0,56.59399,28.605

931,70,27,129,64,1,1,62.288064,5.489

999,31,22,1343,248,2,1,48.500621,26.414

1643,17,94,576,120,1,1,49.197382,39.423

1973,76,54,2205,998,1,0,46.371631,12.282

359,26,19,381,20,1,1,58.077159,6.227

982,94,59,139,11,2,0,69.006204,5.244

1572,18,9,353,63,1,0,58.424843,17.734

766,89,7,665,53,1,0,55.934448,5.592

1269,58,37,1258,397,0,0,60.353247,12.829

1179,66,5,281,102,2,0,61.087431,6.164

1417,81,88,486,62,1,1,51.177617,6.905

1085,93,37,996,390,0,1,56.500621,5.95

1162,40,89,1899,92,0,1,55.426877,35.701

1051,28,79,2344,604,0,1,53.630346,48.912

1499,25,12,1271,137,0,1,56.159225,56.914

1295,9,20,1212,209,2,1,52.804112,59.396

195,50,51,1591,444,1,0,54.157864,5.587

809,28,42,478,106,1,0,59.383968,8.401

1529,77,73,1161,432,1,0,49.375528,9.332

848,59,19,1829,709,2,0,46.371631,9.964

346,47,60,1391,110,1,0,52.097612,6.237

1008,43,67,1355,458,0,0,60.569265,14.368

1160,89,24,1477,445,0,1,56.213064,6.918

1828,93,62,1608,13,2,1,46.769977,9.88

380,86,60,1362,358,2,0,52.834472,5.502

498,43,79,932,215,2,0,52.698532,6.998

1969,95,75,1764,288,2,1,47.672194,9.052

742,90,70,1165,38,0,1,57.482077,5.992

817,41,6,358,154,2,0,57.860623,6.804

172,44,38,347,147,2,0,64.174895,5.138

1086,78,63,2366,320,0,0,54.60892,9.381

1262,100,59,1484,497,1,0,47.429553,6.848

1192,14,89,1643,654,0,0,56.520923,39.463

1956,4,81,376,30,0,0,74.266462,31.127

1336,12,68,551,127,2,0,57.205823,20.525

1007,53,67,638,228,1,1,50.35304,10.113

569,94,10,726,237,0,0,61.747696,5.31

800,34,41,1105,31,1,0,47.785844,11.815

1380,51,46,1387,18,1,0,48.665621,19.528

779,66,87,1720,536,0,1,55.809997,9.76

1750,68,35,901,157,0,0,56.334694,11.533

237,14,81,260,94,1,0,68.394209,5.278

1421,63,26,2069,724,2,0,47.200058,18.354

881,69,68,2148,188,2,1,46.371631,8.452

1796,7,39,1171,488,1,0,56.759678,70.927

1455,12,79,610,91,0,0,67.596587,25.971

620,15,75,838,305,0,1,62.598564,12.713

1312,33,50,2379,419,2,1,49.429553,65.181

182,30,27,1521,99,2,1,50.07054,6.095

1903,45,78,1947,697,2,0,49.585258,48.919

686,75,37,331,54,2,1,52.728129,5.527

1171,10,93,487,103,1,0,61.091856,15.647

302,85,71,1217,94,0,0,62.735529,5.303

1176,90,40,994,375,2,0,50.487476,6.315

784,53,18,2076,634,1,0,51.168322,11.576

188,45,96,1339,409,2,1,51.714937,5.653

934,49,63,2124,1012,0,0,57.487636,15.418

1354,9,4,2174,315,2,0,51.135563,70.265

1275,49,18,881,254,1,1,51.410963,17.613

661,57,91,2018,641,1,1,46.769977,11.18

593,75,51,123,30,2,0,71.239938,5.162

1293,39,26,1391,12,0,0,58.413685,22.869

580,13,92,346,135,0,0,72.713658,6.862

217,82,37,1294,508,0,0,58.057394,5.216

386,98,43,1460,45,2,0,48.193485,5.538

430,14,19,1459,563,2,0,49.524613,9.589

824,66,85,2036,538,2,1,46.371631,11.15

1588,4,27,472,226,0,0,72.906077,26.564

921,72,64,394,138,0,1,63.064457,6.316

1208,28,5,2317,391,1,0,48.006045,40.496

1892,44,84,2303,771,0,0,54.566679,58.121

427,85,77,2306,593,1,0,50.25798,5.98

1138,6,52,2234,877,0,0,60.772859,55.302

965,29,55,1835,579,1,0,48.665621,22.7

1745,90,67,2218,506,2,0,48.25798,9.89

899,72,17,551,129,1,0,53.527496,6.112

1195,53,49,1113,549,2,1,48.436126,17.078

204,27,17,1128,34,1,1,51.271173,5.967

1973,42,32,789,329,2,0,49.841044,25.916

1517,9,78,1422,618,2,0,53.123592,58.312

942,9,72,978,358,1,1,50.413685,28.398

1431,69,83,1701,741,0,1,55.159027,17.645

612,12,17,2369,168,2,0,51.333322,19.57

1586,81,66,1151,122,2,1,47.200058,10.127

1579,29,42,2308,118,1,1,46.371631,43.158

1705,96,73,2409,749,1,1,46.371631,8.058

355,83,38,1998,990,1,1,49.724232,6.015

926,7,81,1441,576,2,1,49.449318,39.75

1710,34,35,667,260,0,0,66.510625,22.168

1397,14,16,1071,486,1,1,50.006045,54.794

1512,74,22,1416,632,2,0,47.355763,11.062

1068,63,45,209,100,1,0,66.385485,5.86

461,50,66,2421,471,0,0,57.159027,8.194

535,86,11,1031,440,0,0,61.844953,5.507

926,15,99,798,386,1,0,52.647031,15.003

1181,21,13,427,99,0,0,69.34095,12.57

579,58,75,1342,17,0,0,59.490035,7.4

1143,90,41,1536,135,2,1,47.672194,7.418

607,38,45,2227,738,1,1,49.407113,16.076

1159,28,64,542,66,0,0,64.707551,12.811

1678,87,26,231,82,0,0,73.557861,5.585

1532,43,56,1982,609,1,0,46.371631,34.325

1312,69,58,1971,573,0,1,54.161749,17.055

1191,61,27,1797,457,1,1,47.429553,19.235

427,90,51,661,34,0,1,62.401714,5.278

409,53,10,254,74,1,1,62.131939,5.547

1536,42,82,1881,910,0,1,53.306608,53.96

1300,60,89,2076,717,1,1,47.598404,24.895

1330,80,47,758,329,2,0,50.90895,7.843

1868,77,53,809,136,2,0,53.197382,9.438

1558,21,59,958,286,2,0,50.611596,34.016

910,53,79,2370,632,1,1,49.754109,20.542

213,97,100,1772,240,1,0,63.755283,5.386

638,60,86,734,35,0,1,60.100101,6.965

106,54,47,130,39,1,1,65.735524,5.037

1384,11,64,2108,424,2,0,57.067537,68.847

1153,18,72,585,107,0,1,63.09433,21.884

166,83,51,103,23,1,1,75.035078,5.027

1906,18,33,2184,426,2,1,48.582536,175.527

622,99,66,2036,642,1,0,46.371631,6.048

1685,25,74,2303,647,2,1,48.591831,123.261

1156,81,13,951,98,1,1,47.776549,7.479

261,73,67,1724,418,1,0,47.200058,5.53

575,25,15,2097,95,2,0,49.827899,13.292

1569,8,12,296,64,0,0,76.532947,17.067

173,22,64,1419,659,0,0,60.62459,5.898

1300,54,82,1635,234,1,1,47.607699,25.037

416,68,16,1127,32,1,1,50.382101,6.147

1101,44,40,1352,148,0,0,57.061944,16.243

1824,52,75,421,205,1,0,55.061291,11.89

767,99,75,875,430,2,1,49.242112,5.666

1359,69,78,753,289,0,0,65.326874,8.343

936,11,62,1916,929,2,1,49.744813,47.965

837,21,64,837,359,2,1,49.585258,17.741

1854,50,90,1284,215,1,1,47.200058,41.769

1584,42,5,517,118,1,0,55.096877,14.583

726,46,26,1377,533,2,0,48.25798,9.997

1011,96,98,280,10,2,0,69.043254,5.558

211,97,23,231,79,1,0,65.043254,5.066

1270,40,91,2341,906,0,0,56.326046,32.989

927,11,67,580,59,2,1,53.595728,18.061

1105,11,13,362,11,2,0,64.805769,13.09

771,68,77,1420,184,2,1,47.420258,8.74

1033,39,19,1482,56,2,1,49.073262,24.639

1461,3,78,1054,412,1,1,50.226245,72.649

161,89,69,994,49,0,1,61.323829,5.152

597,100,41,1042,274,1,1,48.079835,5.586

1433,53,70,790,322,1,0,51.662899,12.646

1800,11,25,1411,544,0,1,56.420418,120.305

913,60,97,2102,1043,1,0,47.672194,11.892

878,49,28,1763,231,1,0,47.429553,12.858

1115,51,5,726,74,0,1,54.802736,12.281

1800,27,64,2263,345,0,0,55.589509,82.377

1893,90,4,281,45,2,0,59.796851,5.785

692,63,65,1774,838,1,1,48.843767,9.536

665,99,59,1449,634,0,0,59.283147,5.648

1200,21,46,1634,295,0,1,55.640458,52.006

659,77,83,1542,345,1,0,49.494048,6.542

392,35,76,2223,632,0,1,56.497945,10.464

103,68,2,2085,790,1,1,47.607699,5.25

1127,73,39,2446,215,2,0,46.371631,10.171

1540,93,78,192,21,0,0,73.465606,5.932

498,11,47,978,475,0,0,62.961474,9.038

799,66,18,1062,273,2,1,49.012617,8.191

1895,54,12,1975,797,2,0,46.371631,35.408

859,36,45,2260,834,2,0,53.059097,19.682

956,45,97,946,446,2,0,53.688222,10.894

806,49,84,153,18,1,1,65.128528,5.997

1857,16,67,283,27,2,0,63.605513,19.474

874,3,5,1576,595,2,1,49.901689,42.135

408,22,98,1289,197,2,1,49.575963,9.533

1747,42,30,1236,455,1,1,48.843767,47.32

1779,16,38,363,33,2,0,61.633229,21.105

557,49,32,632,43,1,1,49.610581,6.959

936,17,9,2190,875,1,0,51.512705,31.819

1799,72,9,280,71,0,1,69.802896,7.618

810,24,33,1207,96,1,0,51.679502,14.619

1892,49,83,2486,1083,2,1,47.672194,82.036

1473,23,74,754,291,0,0,63.323697,24.795

1296,29,57,736,345,2,0,55.491373,17.847

813,51,47,112,53,1,1,68.956123,5.68

377,65,45,1309,189,0,0,61.18435,5.863

1090,12,30,1356,187,2,0,54.394966,30.225

451,69,14,2431,189,2,1,46.371631,6.528

1468,56,62,1425,174,1,0,48.665621,18.219

477,31,98,946,466,0,0,62.921614,7.299

1523,22,30,2086,551,1,1,48.614272,100.089

1847,25,95,125,50,2,0,67.98528,9.963

1675,59,44,1414,480,0,1,56.187761,27.332

1146,54,10,1796,232,0,0,55.403417,16.009

1871,94,13,1834,708,2,1,47.021912,9.021

1926,8,22,840,334,2,1,49.714937,88.585

1676,7,44,1635,639,1,0,49.242112,82.665

1728,4,19,2247,669,2,0,50.13946,125.719

1638,10,41,1009,313,2,0,53.388522,47.09

1417,7,92,2133,643,1,0,49.442699,76.363

